Video Name,Split001,Split002,Split003,Split004,Split005,Split006,Split007,Split008,Split009,Split010,Split011,Split012,Split013,Split014,Split015,Split016,Split017,Split018,Split019,Split020,Split021,Split022,Split023,Split024,Split025,Split026,Split027,Split028,Split029,Split030,Split031,Split032,Split033,Split034,Split035,Split036,Split037,Split038,Split039,Split040,Split041,Split042,Split043,Split044,Split045,Split046,Split047,Split048,Split049,Split050,Split051,Split052,Split053,Split054,Split055,Split056,Split057,Split058,Split059,Split060,Split061,Split062,Split063,Split064,Split065,Split066,Split067,Split068,Split069,Split070,Split071,Split072,Split073,Split074,Split075,Split076,Split077,Split078,Split079,Split080,Split081,Split082,Split083,Split084,Split085,Split086,Split087,Split088,Split089,Split090,Split091,Split092,Split093,Split094,Split095,Split096,Split097,Split098,Split099,Split100
Caltech_007,Test,Train,Train,Train,Train,Train,Train,Test,Train,Train,Test,Test,Train,Train,Train,Train,Test,Train,Train,Train,Test,Train,Train,Train,Train,Train,Test,Test,Train,Test,Train,Train,Train,Train,Test,Train,Train,Test,Train,Train,Train,Train,Test,Train,Train,Test,Train,Train,Train,Test,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Test,Test,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train
Caltech_008,Train,Test,Train,Test,Train,Train,Train,Test,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Test,Train,Test,Train,Train,Train,Train,Train,Test,Train,Test,Train,Train,Test,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Test,Test,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Test,Train,Test,Test,Train,Train
Caltech_009,Train,Train,Train,Test,Train,Test,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Test,Test,Train,Train,Test,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Test,Train,Test,Train,Test,Train,Train,Test,Test,Train,Train,Test,Train,Train,Test,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Test,Train,Train,Train,Train,Test,Train
Caltech_010,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Test,Test,Train,Train,Train,Test,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Test,Train,Test,Train,Test,Test,Train,Test,Test,Test,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train
Caltech_011,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Test,Test,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Test,Train,Train,Test,Train,Test,Train,Train,Train,Test,Test,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Test,Train,Train,Train,Train,Train,Test,Train,Test,Train,Train
Caltech_012,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Test,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Test,Train,Test,Train,Test,Train,Test,Test,Train,Train,Train,Train,Test,Train,Test,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Test,Train,Test,Test,Train,Train,Test,Train,Train,Train,Train,Test,Test,Train,Train,Train,Test,Train,Test,Train
Caltech_013,Train,Train,Train,Test,Train,Train,Test,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Test,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Test,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Test,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Test,Train
Caltech_014,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Test,Test,Test,Train,Train,Train,Test,Train,Train,Test,Train,Test,Test,Test,Test,Train,Test,Train,Train,Test,Train,Train,Train,Test,Train,Test,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Test,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Test
KITTI_001,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Test,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Test,Test,Train,Test,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Test,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Test,Train,Test,Train,Test,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Test,Test
KITTI_002,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Test,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Test,Test,Train,Train,Test,Train,Train,Train,Test,Train,Test,Train,Train,Train,Test,Train,Test,Train,Train,Test,Train,Test,Train,Train,Test,Train,Train,Train,Train,Train,Test,Train,Train,Test,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Test,Train,Train,Train,Test,Train,Train,Test,Test,Train,Train,Test,Train,Train,Train
KITTI_003,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Test,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Test,Train,Train,Train,Test,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Test,Test,Train,Train
KITTI_004,Test,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Test,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Test,Train,Test,Train,Train,Train,Train,Train,Test,Train,Train,Train,Test,Test,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Test,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
KITTI_005,Train,Train,Train,Test,Train,Test,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Test,Test,Test,Test,Train,Test,Train,Train,Test,Test,Train,Train,Train,Train,Test,Train,Train,Train,Train,Test,Train,Train,Test,Train,Test,Train,Train,Train,Test,Train,Test,Test,Train,Test,Test,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Test,Test,Train,Test,Train,Train,Train,Train,Train,Test,Test,Train,Train,Test,Train,Train,Test,Train,Train,Train,Train,Test,Train,Train,Train,Train
KITTI_006,Train,Train,Train,Train,Train,Train,Test,Train,Train,Test,Train,Train,Test,Train,Test,Train,Train,Train,Train,Train,Test,Train,Test,Train,Train,Test,Test,Train,Train,Train,Train,Train,Test,Test,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Test,Train,Train,Train,Train,Train,Test,Test,Test,Train,Test,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Test,Train,Train,Test,Train,Train,Train,Train
KITTI_007,Train,Train,Train,Train,Train,Train,Test,Train,Test,Test,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Test,Train,Train,Train,Test,Test,Train,Train,Train,Test,Train,Train,Train,Train,Train,Test,Train,Train,Test,Train,Test,Test,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Test,Train,Train,Train,Test,Test,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train
KITTI_008,Test,Test,Train,Train,Train,Train,Test,Train,Train,Test,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Test,Train,Test,Train,Train,Train,Train,Train,Test,Train,Train,Test,Train,Train,Train,Test,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train
KITTI_009,Train,Train,Train,Train,Train,Train,Train,Train,Test,Test,Train,Train,Train,Train,Test,Test,Train,Train,Train,Test,Train,Train,Train,Test,Train,Train,Test,Train,Train,Train,Train,Train,Train,Test,Test,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Test,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Test,Train,Train,Train,Test,Train,Train,Test,Train,Train,Train,Train,Test,Test,Test,Train,Test,Train,Train
KITTI_010,Train,Test,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Test,Train,Train,Train,Train,Train,Test,Train,Test,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Test,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Test,Train,Test,Train,Test,Test,Train,Test,Train,Train,Train,Test,Train,Train,Train,Train,Test,Test,Train,Train,Train,Train,Train,Test,Test,Train,Test,Train,Train,Train,Train,Train,Test,Train,Test,Train,Train
KITTI_011,Test,Train,Train,Train,Train,Train,Train,Train,Train,Test,Test,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Test,Train,Train,Test,Train,Train,Train,Test,Train,Train,Test,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Test,Test,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Test,Test,Test,Test,Train,Train,Test,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train
KITTI_012,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Test,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Test,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Test,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Test,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Test,Test
KITTI_013,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Test,Train,Train,Train,Test,Test,Train,Train,Train,Test,Train,Test,Train,Train,Train,Test,Train,Train,Train,Train,Train,Test,Test,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Test,Train,Train,Test,Test,Train,Train,Train,Train,Train,Train,Test,Test,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Test
KITTI_014,Train,Train,Train,Train,Test,Train,Test,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Test,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Test,Test,Train,Train,Test,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Test,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train
KITTI_015,Train,Test,Test,Train,Train,Train,Test,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Test,Train,Train,Train,Train,Test,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train
KITTI_016,Train,Test,Train,Train,Train,Test,Test,Test,Test,Train,Train,Train,Train,Test,Train,Train,Train,Test,Test,Train,Train,Train,Train,Train,Train,Test,Train,Train,Test,Train,Train,Test,Train,Test,Train,Test,Train,Train,Test,Train,Test,Train,Test,Train,Train,Test,Test,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Test,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
KITTI_017,Train,Train,Train,Train,Test,Train,Train,Train,Train,Test,Train,Test,Train,Train,Train,Train,Train,Test,Train,Test,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Test,Train,Train,Test,Test,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Test,Train,Train,Test,Train,Train,Train,Test
KITTI_018,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Test,Test,Train,Test,Train,Test,Test,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Test,Train,Test,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Test,Train,Test,Train,Test,Train,Train,Test,Train,Train,Train,Train,Test,Train,Test,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Test,Train,Train,Train
KITTI_019,Train,Test,Train,Train,Test,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Test,Train,Test,Train,Train,Test,Test,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Test,Test,Train,Train,Train,Train,Train,Test,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Test,Train
KITTI_020,Train,Test,Train,Train,Train,Train,Train,Train,Test,Train,Train,Test,Train,Train,Test,Train,Test,Train,Train,Train,Train,Test,Train,Train,Train,Test,Test,Test,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Test,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Test,Test,Train
KITTI_021,Test,Train,Train,Train,Test,Test,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Test,Train,Test,Train,Test,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Test,Train,Train,Train,Train,Train,Train,Test,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Test,Train,Train,Train,Train,Test,Test,Train,Test,Train,Test,Train,Train,Train,Train,Train,Train,Test
KITTI_022,Train,Train,Test,Train,Train,Train,Train,Test,Train,Test,Test,Train,Train,Test,Train,Train,Train,Test,Train,Test,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Test,Train,Train,Train,Test,Train,Test,Train,Test,Test,Train,Train,Test,Train,Train,Train,Train,Train,Train,Test,Test,Train,Test,Train,Train,Train,Train,Test,Test,Train,Train,Train,Test,Test,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Test,Train,Train
KITTI_023,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Test,Train,Test,Test,Train,Train,Train,Train,Train,Train,Train,Test,Test,Train,Train,Train,Train,Train,Train,Train,Test,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Test,Test,Train,Train,Train,Train,Train,Train,Train,Test,Test
KITTI_024,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Test,Test,Train,Train,Train,Test,Test,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Test,Test,Train,Test,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Test,Test,Train,Test,Test,Train,Train,Train,Train,Test,Train,Train,Train,Train,Test,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Test,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Test,Train,Train
KITTI_025,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Test,Train,Train,Test,Test,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Test,Train,Train,Test,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Test,Train,Test,Train,Test,Test,Train,Test,Train,Train,Train,Test,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train
KITTI_026,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Test,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Test,Test,Train,Test,Test,Train,Train,Train,Train,Train,Train,Test,Test,Train,Train,Train,Test,Train,Train,Test,Train,Test,Train,Train,Train,Train,Test,Test,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Test,Train,Train,Train
KITTI_027,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Test,Test,Test,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Test,Train,Test,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Test,Train,Test,Test,Test,Train,Train,Train,Test,Train,Train,Test,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Test,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
KITTI_028,Train,Train,Train,Test,Train,Train,Test,Train,Train,Train,Train,Train,Test,Train,Test,Train,Test,Train,Train,Train,Train,Test,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Test,Train,Train,Train,Test,Train,Train,Train,Test,Test,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Test,Train,Test,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Test,Train,Train,Train,Train,Train
KITTI_029,Test,Train,Train,Train,Train,Test,Train,Test,Test,Test,Train,Train,Train,Train,Test,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Test,Train,Test,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Test,Train,Train,Train,Test,Train,Train,Test,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Test,Train,Train,Train,Test,Test,Train,Train,Train,Train,Test,Train,Test,Train,Train,Train,Train,Train,Test,Test,Test,Test,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Test,Test
KITTI_030,Test,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Test,Train,Train,Train,Train,Test,Train,Train,Test,Train,Train,Train,Train,Train,Train,Test,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Test,Train,Test,Train,Train,Train,Train,Test
KITTI_031,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Test,Train,Test,Train,Train,Test,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Test,Test,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Test,Train,Test,Test,Train,Train,Train,Train,Test,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Test,Train,Train,Train,Test,Test,Test,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
KITTI_032,Train,Train,Train,Train,Test,Train,Train,Test,Train,Test,Test,Train,Train,Test,Train,Train,Test,Train,Train,Test,Train,Train,Train,Train,Test,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Test,Test,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Test,Test,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Test,Train,Test,Train,Test,Train,Train
KITTI_033,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Test,Train,Train,Test,Train,Train,Test,Train,Train,Train,Train,Train,Train,Test,Test,Train,Train,Test,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Test,Train,Train,Test,Train,Train,Train,Test,Train,Train,Train,Train,Train,Test
KITTI_034,Train,Test,Train,Train,Train,Train,Train,Test,Train,Test,Train,Test,Train,Test,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Test,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Test,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Test,Train,Train,Train,Train,Test,Train,Train,Train,Train,Test,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Test,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Test,Train,Train,Train,Train,Train,Train,Test,Train
KITTI_035,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Test,Train,Test,Train,Train,Test,Train,Train,Train,Train,Train,Test,Train,Train,Test,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Test,Train,Test,Train,Train,Train,Train,Train,Test,Test,Test,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Test,Train,Train,Train,Train,Train,Train,Test
KITTI_036,Train,Train,Train,Train,Train,Test,Test,Train,Test,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Test,Train,Test,Test,Train,Train,Train,Train,Train,Test,Train,Test,Train,Test,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train,Test,Train,Train,Test,Train,Train,Train,Train,Test,Test,Train,Train,Test,Train,Train,Train,Train,Train,Test,Train,Train,Train,Train,Test,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test,Train
